Locality,Longitude,Latitude,Unit or Fault,Line Type,Plunge,Trend,Altitude, notes
5-15-19-23,104.230683,32.78341, Fault, Slickenside,49,188,2335.243679, 
5-15-19-23,104.230583,32.783368, Fault, Slickenside,47,200,2323.16238, 
5-15-19-23,104.23085,32.78334, Fault, Slickenside,68,198,2329.844021, 
5-15-19-23,104.230504,32.783392, Fault, Slickenside,21,305,2325.879421, 
5-15-19-23,104.230483,32.783371, Fault, Slickenside,25,86,2324.400173, 
5-15-19-22,104.248756,32.781334, Fault, Slickenside,27,340,2325.415066, 
5-15-19-22,104.249434,32.781427, Fault, Slickenside,20,354,2257.028835, 
5-15-19-22,104.249083,32.781167, Fault, Slickenside,50,23,2344.220486, 
5-15-19-22,104.24912,32.781134, Fault, Slickenside,21,2,2346.899441, 
5-15-19-22,104.249123,32.781087, Fault, Slickenside,46,336,2347.899685, 
5-15-19-22,104.249122,32.781073, Fault, Slickenside,37,340,2349.080105, 
5-15-19-22,104.249178,32.781037, Fault, Slickenside,30,341,2371.792507, 
5-15-19-22,104.248207,32.780575, Fault, Slickenside,16,352,2310.039089, 
5-15-19-22,104.248132,32.780591, Fault, Slickenside,22,339,2308.691433, 
5-15-19-22,104.247949,32.780732, Fault, Slickenside,17,343,2317.228298, 
5-15-19-22,104.247827,32.780792, Fault, Slickenside,13,355,2319.049343, 
5-15-19-22,104.247781,32.780817, Fault, Slickenside,19,343,2312.064724, 
5-15-19-22,104.248134,32.780549, Fault, Slickenside,42,315,2316.811794, 
5-15-19-22,104.248195,32.780518, Fault, Slickenside,36,318,2316.813015, 
5-15-19-22,104.248237,32.780483, Fault, Slickenside,45,323,2313.971218, 
5-15-19-11,104.555081,32.546456, Fault, Slickenside,2,83,1137.773693, 
5-15-19-11,104.555294,32.546398, Fault, Slickenside,11,268,1161.873425, 
5-15-19-4,104.525684,32.424826, D, Fold Axis,13,121,903.479256, 
5-15-19-4,104.525587,32.424792, D, Fold Axis,49,76,903.176399, 
5-15-19-3,104.525161,32.420823, Fault, Slickenside,13,60,889.199575, 
5-15-19-3,104.525164,32.420818, Fault, Slickenside,5,49,889.424751, 
5-15-19-3,104.525213,32.420966, D, Fold Axis,52,200,889.305208, 
5-15-19-3,104.525191,32.420925, D, Fold Axis,22,100,889.476448, 
5-15-19-3,104.525185,32.420908, D, Fold Axis,47,131,885.578865, 
5-15-19-3,104.525172,32.420919, D, Fold Axis,25,242,881.507698, 
5-15-19-3,104.525057,32.420673, D, Fold Axis,52,228,887.363167, 
5-15-19-3,104.525049,32.420691, D, Fold Axis,11,80,894.534554, 
5-15-19-3,104.525012,32.420719, D, Fold Axis,63,228,894.783577, 
5-15-19-3,104.524976,32.420465, Fault, Slickenside,8,264,884.239388, 
5-15-19-3,104.525025,32.420472, Fault, Slickenside,18,265,886.598763, 
5-15-19-3,104.525003,32.420466, Fault, Slickenside,11,253,886.023811, 
5-15-19-3,104.525003,32.420466, Fault, Slickenside,9,265,886.023811, 
5-15-19-3,104.525006,32.420465, Fault, Slickenside,0,270,887.207893, 
5-15-19-1,104.525674,32.413703, Fault, Slickenside,39,258,901.536018, 
5-14-19-21,104.369698,32.717533, Fault, Slickenside,68,214,1904.623062, 
5-14-19-21,104.369698,32.717353, Fault, Slickenside,19,299,1900.253433, 
5-14-19-20,104.367994,32.718537, Fault, Slickenside,31,293,1907.541031, 
5-14-19-20,104.367928,32.718637, Fault, Slickenside,2,260,1907.867447, 
5-14-19-20,104.367945,32.718631, Fault, Slickenside,8,83,1909.333755, 
5-14-19-20,104.367948,32.718604, Fault, Slickenside,59,338,1905.236343, 
5-14-19-17,104.317236,32.743091, Fault, Slickenside,15,101,2089.007095, 
5-14-19-17,104.317227,32.743096, Fault, Slickenside,14,103,2088.754166, 
5-14-19-15,104.309566,32.754622, Fault, Slickenside,12,91,2144.123306, 
5-14-19-15,104.309744,32.75462, Fault, Slickenside,17,89,2145.506851, 
5-14-19-15,104.309606,32.754398, Fault, Slickenside,21,86,2144.616959, 
5-14-19-15,104.309671,32.754721, Fault, Slickenside,10,107,2154.870621, 
5-14-19-15,104.309359,32.754323, Fault, Slickenside,10,103,2151.582779, 
5-14-19-15,104.309873,32.754519, Fault, Slickenside,7,185,2141.332535, 
5-14-19-15,104.309929,32.754519, Fault, Slickenside,4,30,2141.184586, 
5-14-19-15,104.309944,32.754532, Fault, Slickenside,1,359,2140.961197, 
5-14-19-15,104.309991,32.754519, Fault, Slickenside,0,3,2137.7173, 
5-14-19-15,104.309991,32.754519, Fault, Slickenside,3,13,2137.7173, 
5-14-19-15,104.309977,32.754514, Fault, Slickenside,10,7,2139.303726, 
5-14-19-15,104.309949,32.754539, Fault, Slickenside,14,5,2141.387711, 
5-14-19-15,104.30996,32.754544, Fault, Slickenside,9,15,2141.991959, 
5-14-19-15,104.309886,32.75453, Fault, Slickenside,18,193,2145.841812, 
5-14-19-15,104.309952,32.75452, Fault, Slickenside,4,190,2143.500748, 
5-14-19-14,104.309795,32.75754, Fault, Slickenside,6,93,2178.281265, 
5-14-19-14,104.309686,32.757571, Fault, Slickenside,9,90,2173.303726, 
5-14-19-12,104.318507,32.78395, Fault, Slickenside,67,171,2482.979794, 
5-14-19-12,104.318546,32.783984, Fault, Slickenside,59,195,2482.378719, 
5-14-19-12,104.318464,32.783965, Fault, Slickenside,24,251,2483.540585, 
5-14-19-12,104.318414,32.783961, Fault, Slickenside,70,157,2477.627743, 
5-14-19-12,104.318459,32.784011, Fault, Slickenside,63,189,2472.748837, 
5-14-19-12,104.318191,32.782437, Fault, Slickenside,0,67,2449.52203, 
5-14-19-12,104.318242,32.782646, Fault, Slickenside,21,209,2479.657772, 
5-14-19-12,104.318286,32.782701, Fault, Slickenside,26,201,2479.973202, 
5-14-19-12,104.317133,32.781941, Fault, Slickenside,6,270,2550.646053, 
5-14-19-11,104.265454,32.88009, Fault, Slickenside,14,0,3154.205147, 
5-14-19-11,104.265443,32.880099, Fault, Slickenside,15,359,3151.914131, 
5-14-19-11,104.265678,32.880122, Fault, Slickenside,22,343,3154.906075, 
5-14-19-11,104.265693,32.880232, Fault, Slickenside,2,33,3120.096748, 
5-14-19-11,104.265702,32.880111, Fault, Slickenside,19,316,3157.998604, 
5-14-19-10,104.271846,32.895431, Fault, Slickenside,6,105,3278.286201, 
5-14-19-10,104.271846,32.89543, Fault, Slickenside,12,100,3278.332832, 
5-14-19-10,104.271575,32.895459, Fault, Slickenside,30,163,3289.594551, 
5-14-19-10,104.26218,32.900772, Fault, Slickenside,36,196,3114.48542, 
5-14-19-10,104.262184,32.90077, Fault, Slickenside,38,195,3113.201485, 
5-14-19-10,104.262244,32.900751, Fault, Slickenside,16,186,3112.693916, 
5-14-19-10,104.262188,32.900753, Fault, Slickenside,21,173,3115.838203, 
5-14-19-10,104.262182,32.900752, Fault, Slickenside,3,177,3115.308418, 
5-14-19-10,104.262177,32.900754, Fault, Slickenside,7,184,3115.388496, 
5-14-19-10,104.262177,32.900757, Fault, Slickenside,24,197,3114.772285, 
5-14-19-10,104.263146,32.901414, Fault, Slickenside,3,331,3114.383369, 
5-14-19-10,104.263202,32.901501, Fault, Slickenside,12,331,3108.598946, 
5-14-19-10,104.26317,32.901509, Fault, Slickenside,14,325,3107.719551, 
5-14-19-10,104.263162,32.901556, Fault, Slickenside,20,340,3120.321358, 
5-14-19-10,104.263151,32.901468, Fault, Slickenside,15,337,3115.735176, 
5-14-19-10,104.263151,32.901468, Fault, Slickenside,8,340,3115.735176, 
5-14-19-6,104.241397,32.92914, Fault, Slickenside,13,163,2496.819893, 
5-14-19-6,104.241378,32.929114, Fault, Slickenside,25,163,2495.049873, 
5-14-19-4,104.22651,32.970007, Fault, Slickenside,29,79,2224.17585, 
5-14-19-4,104.226536,32.970001, Fault, Slickenside,32,76,2221.628242, 
5-14-19-4,104.226634,32.970139, Fault, Slickenside,24,81,2227.018135, Possible conjugate
5-14-19-4,104.226638,32.970141, Fault, Slickenside,11,78,2228.165596, 
5-14-19-4,104.226638,32.970123, Fault, Slickenside,12,85,2225.191963, 
5-14-19-4,104.226823,32.970166, Fault, Slickenside,3,242,2216.909981, 
5-14-19-4,104.226826,32.970166, Fault, Slickenside,24,121,2217.03791, 
5-14-19-4,104.226789,32.970151, Fault, Slickenside,32,128,2218.492744, 
5-14-19-4,104.226226,32.970207, Fault, Slickenside,20,156,2207.078194, 
5-14-19-4,104.226056,32.970162, Fault, Slickenside,20,157,2215.517647, 
5-14-19-4,104.226121,32.970174, Fault, Slickenside,18,150,2223.00544, 
5-14-19-4,104.226432,32.970229, Fault, Slickenside,6,154,2212.102852, 
5-14-19-4,104.226393,32.970224, Fault, Slickenside,15,140,2201.635811, 
5-14-19-4,104.22637,32.970259, Fault, Slickenside,7,140,2195.811836, 
5-14-19-4,104.225967,32.970309, Fault, Slickenside,1,156,2217.585518, 
5-14-19-1,104.21453,33.009674, Fault, Slickenside,46,322,1889.402515, 
5-14-19-1,104.21453,33.009674, Fault, Slickenside,44,293,1889.402515, 
5-14-19-1,104.21461,33.009608, Fault, Slickenside,5,336,1872.913358, 
5-14-19-1,104.214624,33.009609, Fault, Slickenside,15,332,1874.263624, 
5-14-19-1,104.214644,33.009615, Fault, Slickenside,10,323,1874.531764, 
5-14-19-1,104.214643,33.009619, Fault, Slickenside,17,331,1875.469677, 
5-14-19-1,104.214595,33.009625, Fault, Slickenside,23,337,1874.64126, 
5-14-19-1,104.214593,33.009629, Fault, Slickenside,11,349,1873.882834, 
5-14-19-1,104.214469,33.009641, Fault, Slickenside,10,299,1875.911304, 
5-14-19-1,104.214445,33.009644, Fault, Slickenside,14,292,1872.923023, 
5-14-19-1,104.214638,33.009564, Fault, Slickenside,28,345,1879.607105, 
5-14-19-1,104.214641,33.009558, Fault, Slickenside,42,343,1879.993336, 
5-14-19-1,104.214586,33.009584, Fault, Slickenside,29,303,1877.907887, 
5-14-19-1,104.214586,33.009584, Fault, Slickenside,22,310,1877.907887, 
5-14-19-1,104.214657,33.009533, Fault, Slickenside,17,316,1877.489918, 
5-14-19-1,104.214657,33.009533, Fault, Slickenside,13,293,1877.489918, 
5-14-19-1,104.214657,33.009533, Fault, Slickenside,18,297,1877.489918, 
5-14-19-1,104.214651,33.009506, Fault, Slickenside,28,320,1878.852222, 
5-14-19-1,104.214651,33.009506, Fault, Slickenside,33,324,1878.852222, 
5-14-19-1,104.214651,33.009506, Fault, Slickenside,38,336,1878.852222, 
5-14-19-1,104.214636,33.009513, Fault, Slickenside,33,325,1879.110523, 
5-14-19-1,104.214636,33.009513, Fault, Slickenside,27,312,1879.110523, 
5-14-19-1,104.214653,33.009529, Fault, Slickenside,28,298,1878.15984, 
5-14-19-1,104.214655,33.009523, Fault, Slickenside,25,289,1876.890064, 
5-14-19-1,104.214625,33.009505, Fault, Slickenside,32,294,1876.743336, 
5-14-19-1,104.214569,33.009488, Fault, Slickenside,23,294,1879.145191, 
5-13-19-20,104.201645,33.043456, Fault, Slickenside,7,321,1740.623219, 
5-13-19-20,104.201647,33.043472, Fault, Slickenside,16,319,1739.283375, 
5-13-19-20,104.198402,33.050119, Fault, Slickenside,18,34,1719.558403, 
5-13-19-20,104.198371,33.050112, Fault, Slickenside,12,41,1716.628227, 
5-13-19-20,104.198461,33.050244, Fault, Slickenside,2,321,1709.093099, 
5-13-19-20,104.19838,33.050332, Fault, Slickenside,31,170,1722.239799, 
5-13-19-19,104.192495,33.059877, Fault, Slickenside,11,59,1674.228325, 
5-13-19-19,104.192665,33.059971, Fault, Slickenside,15,104,1673.163383, 
5-13-19-19,104.192668,33.059983, Fault, Slickenside,9,281,1674.634087, 
5-13-19-19,104.192883,33.060041, Fault, Slickenside,5,107,1674.7127, 
5-13-19-18,104.206452,33.097531, Fault, Slickenside,59,92,1509.079639, 
5-13-19-18,104.206425,33.097507, Fault, Slickenside,35,93,1510.311085, 
5-13-19-18,104.206345,33.097629, Fault, Slickenside,6,151,1498.807301, 
5-13-19-18,104.206392,33.097702, Fault, Slickenside,7,167,1495.79253, 
5-13-19-18,104.206383,33.09757, Fault, Slickenside,23,254,1498.04668, 
5-13-19-18,104.206437,33.097547, Fault, Slickenside,6,184,1508.50127, 
5-13-19-17,104.226851,33.104834, Fault, Slickenside,15,286,1453.300976, Left-slip
5-13-19-17,104.226859,33.104832, Fault, Slickenside,17,291,1448.587353, 
5-13-19-17,104.226847,33.104905, Fault, Slickenside,59,194,1460.110302, 
5-13-19-17,104.233247,33.104796, Fault, Slickenside,57,250,1428.188549, 
5-13-19-17,104.232867,33.104874, Fault, Slickenside,20,112,1447.011181, 
5-13-19-17,104.232886,33.104773, Fault, Slickenside,23,5,1465.717724, 
5-13-19-17,104.232886,33.104773, Fault, Slickenside,24,23,1465.717724, 
5-13-19-17,104.232886,33.104773, Fault, Slickenside,20,116,1465.717724, 
5-13-19-17,104.232986,33.104812, Fault, Slickenside,22,23,1454.383617, 
5-13-19-17,104.233349,33.104585, Fault, Slickenside,33,280,1429.337597, 
5-13-19-17,104.233293,33.10455, Fault, Slickenside,15,123,1425.242748, 
5-13-19-17,104.233034,33.104634, Fault, Slickenside,17,121,1446.293407, 
5-13-19-17,104.233226,33.104726, Fault, Slickenside,35,288,1399.828686, 
5-13-19-16,104.237363,33.107943, Fault, Slickenside,20,158,1430.229321, 
5-13-19-16,104.237363,33.107943, Fault, Slickenside,18,159,1430.229321, 
5-13-19-16,104.237363,33.107943, Fault, Slickenside,24,189,1430.229321, 
5-13-19-16,104.237363,33.107943, Fault, Slickenside,27,186,1430.229321, 
5-13-19-16,104.237363,33.107943, Fault, Slickenside,20,183,1430.229321, 
5-13-19-16,104.237363,33.107943, Fault, Slickenside,22,184,1430.229321, 
5-13-19-16,104.237363,33.107943, Fault, Slickenside,43,187,1430.229321, 
5-13-19-16,104.237363,33.107943, Fault, Slickenside,53,199,1430.229321, 
5-13-19-16,104.237363,33.107943, Fault, Slickenside,47,106,1430.229321, 
5-13-19-16,104.237548,33.107836, Fault, Slickenside,45,121,1425.419018, 
5-13-19-16,104.237557,33.107725, Fault, Slickenside,15,156,1426.781933, Left slip
5-13-19-16,104.237555,33.10772, Fault, Slickenside,28,139,1428.62141, 
5-13-19-16,104.237677,33.107605, Fault, Slickenside,39,156,1433.382153, Right slipp
5-13-19-15,104.233873,33.14875, Fault, Slickenside,17,235,1355.219909, Left slip faults
5-13-19-15,104.233873,33.14875, Fault, Slickenside,27,210,1355.219909, 
5-13-19-15,104.23388,33.148755, Fault, Slickenside,5,200,1354.665394, 
5-13-19-15,104.233892,33.148759, Fault, Slickenside,16,166,1355.295129, 
5-13-19-15,104.233933,33.148876, Fault, Slickenside,6,188,1354.299817, 
5-13-19-15,104.233915,33.148875, Fault, Slickenside,10,193,1353.315868, 
5-13-19-15,104.233951,33.148854, Fault, Slickenside,5,192,1354.694408, 
5-13-19-15,104.234942,33.149808, Fault, Slickenside,4,57,1355.564526, 
5-13-19-15,104.234942,33.149838, Fault, Slickenside,3,245,1349.344311, 
5-13-19-15,104.235133,33.149955, Fault, Slickenside,5,92,1364.1656, 
5-13-19-15,104.235171,33.149936, Fault, Slickenside,9,271,1360.827709, 
5-13-19-15,104.235141,33.149913, Fault, Slickenside,17,88,1361.34016, 
5-13-19-15,104.235188,33.149924, Fault, Slickenside,1,81,1361.510448, 
5-13-19-15,104.235175,33.149958, Fault, Slickenside,4,264,1361.576611, 
5-13-19-15,104.235722,33.150178, Fault, Slickenside,16,127,1360.822704, 
5-13-19-15,104.235731,33.150183, Fault, Slickenside,7,160,1353.857983, 
5-13-19-15,104.235727,33.150189, Fault, Slickenside,17,141,1363.256176, 
5-13-19-14,104.242802,33.155655, Fault, Slickenside,22,131,1366.63496, 
5-13-19-13,104.251736,33.169171, Fault, Slickenside,68,54,1289.456459, Thrust fault
5-13-19-13,104.251736,33.169171, Fault, Slickenside,67,56,1289.456459, 
5-13-19-13,104.251773,33.169299, Fault, Slickenside,2,185,1293.477228, 
5-13-19-13,104.251767,33.169304, Fault, Slickenside,4,5,1293.756884, 
5-13-19-13,104.251825,33.16926, Fault, Slickenside,2,3,1293.852593, 
5-13-19-12,104.248356,33.193051, Fault, Slickenside,35,181,1342.027027, 
5-13-19-12,104.24836,33.19306, Fault, Slickenside,35,185,1342.133796, 
5-13-19-12,104.248328,33.193073, Fault, Slickenside,34,121,1342.897962, 
5-13-19-12,104.248316,33.193073, Fault, Slickenside,25,129,1343.004739, 
5-13-19-12,104.2483,33.193287, Fault, Slickenside,87,100,1335.076366, 
5-13-19-12,104.248257,33.193372, Fault, Slickenside,68,348,1330.1031, 
5-13-19-12,104.248294,33.193343, Fault, Slickenside,71,355,1329.407787, 
5-13-19-12,104.248333,33.193336, Fault, Slickenside,76,8,1328.260571, 
5-13-19-11,104.248558,33.20026, Fault, Slickenside,10,142,1348.34362, 
5-13-19-11,104.2484,33.200043, Fault, Slickenside,24,157,1348.72155, 
5-13-19-11,104.248506,33.200043, Fault, Slickenside,33,170,1344.718864, 
5-13-19-11,104.2486,33.200286, Fault, Slickenside,36,141,1343.793083, 
5-13-19-11,104.248579,33.200343, Fault, Slickenside,30,101,1333.540886, 
5-13-19-11,104.248732,33.200326, Fault, Slickenside,8,161,1336.536003, 
5-13-19-11,104.248741,33.200496, Fault, Slickenside,59,326,1335.348137, 
5-13-19-11,104.248741,33.200496, Fault, Slickenside,64,323,1335.348137, 
5-13-19-11,104.248166,33.202816, Fault, Slickenside,76,278,1347.421379, 
5-13-19-11,104.248133,33.202802, Fault, Slickenside,69,253,1356.583977, 
5-13-19-11,104.24816,33.202788, Fault, Slickenside,71,220,1355.662102, 
5-13-19-11,104.248054,33.202912, Fault, Slickenside,5,123,1345.816765, 
5-13-19-11,104.248054,33.202912, Fault, Slickenside,7,313,1345.816765, 
5-13-19-11,104.248047,33.202879, Fault, Slickenside,56,48,1338.548943, 
5-13-19-11,104.248054,33.202868, Fault, Slickenside,55,38,1341.259026, 
5-13-19-11,104.248022,33.202885, Fault, Slickenside,27,159,1332.218498, 
5-13-19-11,104.248003,33.202885, Fault, Slickenside,21,175,1344.664177, 
5-13-19-11,104.24797,33.202881, Fault, Slickenside,65,310,1338.162712, 
5-13-19-11,104.247898,33.20292, Fault, Slickenside,77,82,1350.943596, 
5-13-19-11,104.247892,33.202902, Fault, Slickenside,81,105,1369.949211, 
5-13-19-11,104.247789,33.203282, Fault, Slickenside,60,102,1361.496819, 
5-13-19-11,104.247694,33.203254, Fault, Slickenside,47,123,1348.722038, Thrust conjugate?
5-13-19-11,104.247688,33.203204, Fault, Slickenside,27,106,1354.345451, 
5-13-19-11,104.247722,33.203238, Fault, Slickenside,30,106,1356.959343, 
5-13-19-11,104.247902,33.203043, Fault, Slickenside,28,113,1351.37011, 
5-13-19-11,104.247896,33.203029, Fault, Slickenside,26,116,1349.143913, 
5-13-19-9,104.210946,33.288203, Fault, Slickenside,23,88,1459.242546, 
5-13-19-9,104.211002,33.288195, Fault, Slickenside,33,91,1453.893913, 
5-13-19-9,104.211002,33.288195, Fault, Slickenside,26,87,1453.893913, 
5-13-19-8,104.157247,33.309062, P, Fold Axis,7,169,1504.706142, 
5-13-19-8,104.15711,33.309418, P, Fold Axis,23,193,1501.972256, 
5-13-19-8,104.155897,33.309054, P, Fold Axis,6,173,1653.638027, 
5-13-19-8,104.155513,33.30875, P, Fold Axis,6,340,1529.906738, 
5-13-19-8,104.156282,33.309992, P, Fold Axis,34,159,1515.144985, 
5-13-19-7,104.034682,33.340206, Fault, Slickenside,12,309,1706.834316, 
5-13-19-7,104.03465,33.340219, Fault, Slickenside,2,309,1706.680752, 
5-13-19-7,104.03465,33.340219, Fault, Slickenside,4,305,1706.680752, 
5-13-19-6,104.013635,33.329442, Fault, Slickenside,24,85,1780.331574, 
5-13-19-6,104.013579,33.329262, Fault, Slickenside,25,79,1786.135586, 
5-13-19-6,104.013631,33.32923, Fault, Slickenside,24,85,1785.168789, 
5-13-19-6,104.013581,33.329245, Fault, Slickenside,15,111,1791.048183, 
5-13-19-6,104.013605,33.329133, Fault, Slickenside,7,110,1789.271816, 
5-13-19-6,104.013677,33.329135, Fault, Slickenside,19,118,1792.980312, 
5-13-19-6,104.01355,33.329215, Fault, Slickenside,20,120,1793.59164, 
5-13-19-6,104.013401,33.329286, Fault, Slickenside,21,120,1793.806484, 
5-13-19-6,104.013559,33.329256, Fault, Slickenside,30,86,1798.74506, 
5-13-19-6,104.013802,33.329004, Fault, Slickenside,16,127,1792.020451, 
5-13-19-6,104.013719,33.329062, Fault, Slickenside,18,123,1793.05463, 
5-13-19-6,104.013749,33.32905, Fault, Slickenside,1,124,1795.03632, 
5-13-19-6,104.013835,33.32905, Fault, Slickenside,34,91,1796.167912, 
5-13-19-6,104.013804,33.329102, Fault, Slickenside,39,91,1791.416935, 
5-13-19-6,104.013763,33.329057, Fault, Slickenside,30,78,1789.917912, 
5-13-19-6,104.013866,33.328982, Fault, Slickenside,33,79,1789.656193, 
5-13-19-6,104.013566,33.329181, Fault, Slickenside,24,125,1788.285587, 
5-13-19-6,104.013564,33.329173, Fault, Slickenside,22,124,1788.534367, 
5-13-19-6,104.013589,33.329186, Fault, Slickenside,33,75,1786.380802, 
5-13-19-6,104.013483,33.329236, Fault, Slickenside,36,81,1781.875919, 
5-13-19-6,104.013566,33.329261, Fault, Slickenside,21,90,1785.835392, 
5-13-19-6,104.013498,33.329327, Fault, Slickenside,30,92,1784.886662, 
5-13-19-6,104.012701,33.328983, P, Fold Axis,34,265,1782.675794, 
5-13-19-5,103.959646,33.312281, P, Fold Axis,2,150,1861.796818, 
5-13-19-4,103.953452,33.31122, Fault, Slickenside,20,245,1866.035099, 
5-13-19-4,103.953452,33.31122, Fault, Slickenside,14,258,1866.035099, 
5-13-19-4,103.953452,33.31122, Fault, Slickenside,18,251,1866.035099, 
5-13-19-4,103.953494,33.311214, Fault, Slickenside,4,254,1865.374699, 
5-13-19-1,103.935155,33.305173, Fault, Slickenside,73,62,1895.626408, Normal fault motion #083813/w
5-13-19-1,103.935148,33.305214, Fault, Slickenside,64,23,1898.297306, Thrust
5-13-19-1,103.935136,33.305043, Fault, Slickenside,15,1,1888.966251, Right-slip
5-13-19-1,103.935131,33.305011, Fault, Slickenside,17,2,1895.750187, 
5-13-19-1,103.93507,33.305046, Fault, Slickenside,30,350,1888.327091, 
5-13-19-1,103.935082,33.305039, Fault, Slickenside,32,347,1889.679386, 
5-13-19-1,103.935188,33.305037, Fault, Slickenside,63,173,1888.511173, 
5-13-19-1,103.935188,33.305021, Fault, Slickenside,59,164,1889.178165, 
5-12-19-14,103.937563,33.294994, Fault, Slickenside,12,243,1933.729023, Left-slip fault
5-12-19-14,103.937613,33.295028, Fault, Slickenside,2,54,1933.742939, 
5-12-19-14,103.937452,33.294768, Fault, Slickenside,48,295,1932.835946, 
5-12-19-14,103.937424,33.294741, Fault, Slickenside,38,297,1932.320357, 
5-12-19-14,103.937526,33.294784, Fault, Slickenside,11,195,1937.758808, 
5-13-19-1,103.935291,33.305079, Fault, Slickenside,5,140,1902.389591, 
5-13-19-1,103.935136,33.305093, Fault, Slickenside,5,155,1902.610783, 
5-13-19-1,103.935284,33.304993, Fault, Slickenside,18,359,1898.658146, 
5-12-19-14,103.936897,33.293317, Fault, Slickenside,2,284,1957.231953, 
5-12-19-14,103.936876,33.29332, Fault, Slickenside,4,96,1956.525898, 
5-12-19-12,103.825017,33.309397, Fault, Slickenside,30,303,2189.742619, 
5-12-19-12,103.824778,33.309276, Fault, Slickenside,22,237,2194.261417, 
5-12-19-12,103.824727,33.309274, Fault, Slickenside,18,234,2193.23798, 
5-12-19-12,103.824777,33.309362, Fault, Slickenside,22,245,2190.054874, 
5-12-19-12,103.824784,33.309366, Fault, Slickenside,14,240,2190.023136, 
5-12-19-12,103.824758,33.309358, Fault, Slickenside,13,240,2186.849552, 
5-12-19-12,103.824758,33.309358, Fault, Slickenside,16,241,2186.849552, 
5-12-19-12,103.824755,33.309364, Fault, Slickenside,23,238,2184.183781, 
5-12-19-12,103.824933,33.309458, Fault, Slickenside,22,305,2180.640568, 
5-12-19-12,103.824915,33.309462, Fault, Slickenside,17,310,2180.186954, 
5-12-19-12,103.824915,33.309462, Fault, Slickenside,14,304,2180.186954, 
5-12-19-12,103.824872,33.309499, Fault, Slickenside,33,307,2173.486027, 
5-12-19-11,103.812301,33.304713, Fault, Slickenside,36,160,2292.39716, 
5-12-19-11,103.812317,33.3047, Fault, Slickenside,34,164,2292.708439, 
5-12-19-11,103.812317,33.3047, Fault, Slickenside,37,167,2292.708439, 
5-12-19-11,103.812328,33.304693, Fault, Slickenside,8,170,2294.888859, 
5-12-19-11,103.812364,33.304736, Fault, Slickenside,0,158,2293.45673, 
5-12-19-11,103.810173,33.307052, Fault, Slickenside,31,303,2272.969425, 
5-12-19-11,103.810105,33.307052, Fault, Slickenside,25,303,2265.157169, 
5-12-19-11,103.810105,33.307052, Fault, Slickenside,29,294,2265.157169, 
5-12-19-11,103.810457,33.307033, Fault, Slickenside,19,58,2266.12892, 
5-12-19-11,103.810446,33.30702, Fault, Slickenside,29,59,2251.871232, 
5-12-19-11,103.810446,33.30702, Fault, Slickenside,23,70,2251.871232, 
5-12-19-9,103.759466,33.254735, Fault, Slickenside,2,148,2663.534327, 
5-12-19-9,103.759435,33.254699, Fault, Slickenside,21,198,2663.015892, 
5-12-19-9,103.759432,33.254765, Fault, Slickenside,28,197,2656.786156, 
5-12-19-9,103.759432,33.254765, Fault, Slickenside,35,201,2656.786156, 
5-12-19-9,103.759418,33.254767, Fault, Slickenside,40,193,2657.924339, 
5-12-19-9,103.759433,33.25475, Fault, Slickenside,41,224,2661.831565, 
5-12-19-9,103.759433,33.25475, Fault, Slickenside,47,225,2661.831565, 
5-12-19-9,103.759421,33.254741, Fault, Slickenside,44,221,2665.866234, 
5-12-19-9,103.759407,33.254735, Fault, Slickenside,10,337,2666.983177, 
5-12-19-9,103.75904,33.255954, Fault, Slickenside,19,342,2666.040279, 
5-12-19-9,103.758988,33.256056, Fault, Slickenside,50,330,2662.078436, 
5-12-19-9,103.758984,33.256052, Fault, Slickenside,53,289,2663.974963, 
5-12-19-9,103.758984,33.256052, Fault, Slickenside,19,346,2663.974963, 
5-12-19-9,103.758939,33.256036, Fault, Slickenside,41,332,2669.739769, 
5-12-19-9,103.758883,33.256021, Fault, Slickenside,7,347,2649.473133, 
5-12-19-9,103.758857,33.255991, Fault, Slickenside,31,309,2655.809837, 
5-12-19-9,103.75886,33.255989, Fault, Slickenside,8,301,2644.72683, 
5-12-19-6,103.725746,33.146568, Fault, Slickenside,20,211,3003.789654, 
5-12-19-4,103.725852,33.135232, Fault, Slickenside,12,197,3035.463726, 
5-12-19-3,103.719117,33.128362, Fault, Slickenside,31,287,3035.425396, 
5-12-19-3,103.71903,33.12833, Fault, Slickenside,46,133,3034.584087, 
5-12-19-3,103.718975,33.128329, Fault, Slickenside,9,276,3036.844585, 
5-12-19-3,103.719136,33.128451, Fault, Slickenside,13,294,3038.068218, 
5-12-19-3,103.71752,33.126807, Fault, Slickenside,2,303,3035.727806, 
5-12-19-2,103.709616,33.107744, Fault, Slickenside,4,236,3083.239281, 
5-4-19-8,103.353715,33.010856, Tr, Fold Axis,9,10,3803.200129, 
5-4-19-7,103.303499,32.924461, Tr, Fold Axis,30,95,3827.493171, 
5-4-19-7,103.303499,32.924461, Tr, Fold Axis,58,113,3827.493171, 
5-4-19-7,103.303531,32.92446, Tr, Fold Axis,29,96,3827.244663, 
5-4-19-7,103.303531,32.924452, Tr, Fold Axis,61,70,3823.509304, 
5-4-19-7,103.303567,32.924454, Tr, Fold Axis,43,127,3831.364285, 
5-4-19-7,103.303622,32.924537, Tr, Fold Axis,36,120,3835.073757, 
